,year,channel_id,channel_name,user_id,timestamp,text,replies_cnt,reacts_cnt
0,2024,C077M8073Q8,avelyn-test,UV3RGDHFF,1717772837.754879,sharon sending test messages,0,0
1,2024,C077M8073Q8,avelyn-test,UV3RGDHFF,1717772827.305059,<@UV3RGDHFF> has joined the channel,0,0
2,2024,C077M8073Q8,avelyn-test,U070EJ574TS,1717769189.041389,test message 2,0,0
3,2024,C077M8073Q8,avelyn-test,U070EJ574TS,1717769186.321449,test message 1,0,0
4,2024,C077M8073Q8,avelyn-test,UV3RGDHFF,1717697570.332029,<@UV3RGDHFF> has joined the channel,0,0
5,2024,C077M8073Q8,avelyn-test,U070EJ574TS,1717697247.098819,<@U070EJ574TS> has joined the channel,0,0
